Referencia;Descripción;Entradas;Salidas;Precio;Importe;Precio medio;Escalón de precio;Codigo Factura;Codigo Pedido;Fecha Pedido;Hora Pedido;Fecha Factura;Serie Factura;Codigo Presupuesto;Empresa Emisora;Pedido Web;Referencia Proveedor;Referencia Fabricante;Codigo Tarifa;Nombre Tarifa;Su Num Pedido
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;0;1;171,21;171,21;111,47;3;04-M/22-00130;01/04-M/22-00148;1-03-2022;9:44:14;2-03-2022;18;;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2022A241C
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;0;2;171,21;342,42;111,47;3;04-M/22-00144;01/04-M/22-00173;9-03-2022;13:32:23;9-03-2022;18;;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2022A282C
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;0;2;172,05;344,10;113,78;3;04-M/22-00282;01/04-M/22-00321;4-05-2022;16:45:06;5-05-2022;18;;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2022A498C
PH 9210;S.A.I. PHASAK Online  1000 VA LCD;0;2;175,21;350,42;117,57;3;04-M/22-00561;01/04-M/22-00636;11-08-2022;16:04:24;11-08-2022;18;;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2022A1109C
PH 9210;S.A.I. PHASAK Online  1000 VA LCD;0;2;175,21;350,42;117,57;3;04-M/22-00653;01/04-M/22-00740;28-09-2022;8:47:00;28-09-2022;18;;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2022A1109C
PH 9210;S.A.I. PHASAK Online  1000 VA LCD;0;2;175,21;350,42;117,57;3;04-M/23-00073;01/04-M/23-00092;27-01-2023;10:33:55;27-01-2023;18;;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2023A118C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;310,75;621,50;186,45;2;02-N/12-07799;01/02-N/12-10436;2-05-2012;13:21:53;2-05-2012;1;;2;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;268,55;537,10;185,87;1;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;2;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;270,97;541,94;168,73;1;02-M/13-00396;01/02-M/13-00541;15-10-2013;11:21:40;15-10-2013;18;;2;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;279,10;558,20;175,49;1;04-M/14-00052;01/04-M/14-00044;18-02-2014;18:06:30;2-04-2014;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;279,10;558,20;172,45;1;04-M/14-00089;01/04-M/14-00116;13-05-2014;13:47:03;13-05-2014;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;279,10;558,20;168,19;1;04-M/14-00258;01/04-M/14-00368;4-11-2014;16:53:50;4-11-2014;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;279,10;279,10;168,55;1;04-M/14-00268;01/04-M/14-00382;17-11-2014;12:26:56;21-11-2014;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PO00014
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;1;0;279,10;-279,10;168,55;1;04-M/14-00284;01/04-M/14-00400;26-11-2014;18:51:57;1-12-2014;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;2;0;279,10;-558,20;168,55;1;04-M/14-00285;01/04-M/14-00398;26-11-2014;18:50:46;1-12-2014;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;279,10;279,10;168,55;1;04-M/14-00288;01/04-N/14-00023;27-11-2014;18:42:40;1-12-2014;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;279,10;558,20;168,55;1;04-M/14-00286;01/04-N/14-00025;27-11-2014;18:45:57;1-12-2014;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;317,46;634,92;208,77;1;04-M/15-00093;01/04-M/15-00090;19-03-2015;12:11:12;17-04-2015;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;3;317,46;952,38;199,15;3;04-M/15-00123;01/04-M/15-00134;23-04-2015;10:36:33;27-05-2015;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;2236
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;317,46;317,46;201,63;1;04-M/15-00174;01/04-M/15-00232;4-08-2015;11:39:12;4-08-2015;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;3;317,46;952,38;201,63;1;04-M/15-00205;01/04-M/15-00278;29-09-2015;11:56:54;29-09-2015;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;317,46;634,92;214,06;1;04-M/15-00256;01/04-M/15-00351;1-12-2015;10:24:30;9-12-2015;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;2;0;317,46;-615,87;208,31;1;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;285,42;570,84;208,31;1;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;320,56;641,12;208,36;1;04-M/16-00044;01/04-M/16-00005;7-01-2016;13:22:36;4-03-2016;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;3459
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;292,70;585,40;204,89;1;04-M/16-00097;01/04-M/16-00114;23-05-2016;9:48:12;23-05-2016;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;4043
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;3;292,70;878,10;180,28;1;04-M/16-00214;01/04-M/16-00264;2-11-2016;16:16:51;7-11-2016;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;292,70;585,40;195,49;1;04-M/17-00086;01/04-M/17-00110;21-03-2017;11:35:48;21-03-2017;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;5292
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;260,66;521,32;193,47;1;04-M/17-00220;01/04-M/17-00265;28-06-2017;16:35:34;28-06-2017;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;260,66;521,32;190,12;1;04-M/17-00335;01/04-M/17-00406;22-09-2017;10:11:31;22-09-2017;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;255,05;510,10;177,73;1;04-M/17-00448;01/04-M/17-00536;16-11-2017;10:48:27;16-11-2017;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;6245
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;252,84;505,68;176,98;1;04-M/17-00510;01/04-M/17-00608;20-12-2017;17:00:06;20-12-2017;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2017A42C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;252,84;505,68;180,48;1;04-M/18-00105;01/04-M/18-00117;20-02-2018;9:29:11;20-02-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A231C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;252,84;480,40;180,48;1;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;257,83;515,66;177,94;1;04-M/18-00288;01/04-M/18-00335;9-05-2018;10:25:11;11-05-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A786C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;257,83;515,66;177,94;1;04-M/18-00353;01/04-M/18-00403;31-05-2018;9:29:18;4-06-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A823C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;254,21;508,42;177,94;1;04-M/18-00440;01/04-M/18-00508;3-07-2018;17:00:36;3-07-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1037C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;254,21;508,42;179,12;1;04-M/18-00474;01/04-M/18-00544;12-07-2018;16:42:16;12-07-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1086C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;254,21;508,42;179,12;1;04-M/18-00516;01/04-M/18-00595;31-07-2018;16:54:03;31-07-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;254,21;508,42;179,12;1;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1321C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;255,89;255,89;181,40;1;04-M/18-00700;01/04-M/18-00796;16-10-2018;10:35:00;16-10-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1625C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;255,89;511,78;181,40;1;04-M/18-00746;01/04-M/18-00845;26-10-2018;10:29:20;29-10-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1638C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;4;259,15;1036,60;182,42;1;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1749C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;259,15;518,30;182,42;1;04-M/19-00030;01/04-M/19-00035;15-01-2019;9:58:29;15-01-2019;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1809C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;259,15;518,30;184,77;3;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2019A388C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;263,97;527,94;184,77;3;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2019A727C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;230,95;461,90;140,91;3;04-M/20-00008;01/04-M/19-01416;3-12-2019;14:24:12;2-01-2020;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2019A1750C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;3;230,95;692,85;140,91;3;04-M/20-00025;01/04-M/20-00010;7-01-2020;14:02:59;7-01-2020;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A8C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;230,95;230,95;138,20;3;04-M/20-00187;01/04-M/20-00179;7-02-2020;9:36:20;10-02-2020;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;4;230,95;923,80;139,19;3;04-M/20-00328;01/04-M/20-00326;12-03-2020;9:58:55;12-03-2020;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A404C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;230,95;461,90;139,19;3;04-M/20-00496;01/04-M/20-00520;2-06-2020;8:44:45;2-06-2020;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A722C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;3;230,95;692,85;138,37;3;04-M/20-00660;01/04-M/20-00702;15-07-2020;10:31:05;15-07-2020;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A888C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;3;230,95;692,85;138,37;3;04-M/20-00732;01/04-M/20-00789;13-08-2020;11:53:16;17-08-2020;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A1128C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;3;230,95;692,85;138,37;3;04-M/20-00819;01/04-M/20-00881;16-09-2020;10:54:39;16-09-2020;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A1352C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;230,95;230,95;138,37;3;04-M/20-01014;01/04-M/20-01112;9-11-2020;11:00:25;9-11-2020;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A1640C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;230,95;461,90;136,50;3;04-M/20-01118;01/04-M/20-01226;1-12-2020;12:29:46;2-12-2020;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2020A1685C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;230,95;230,95;136,50;3;04-M/21-00005;01/04-M/21-00007;7-01-2021;11:32:06;8-01-2021;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2021A220
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;230,95;230,95;136,50;3;04-M/21-00009;01/04-M/21-00014;8-01-2021;12:17:07;8-01-2021;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2021A220
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;258,66;517,32;136,50;3;04-M/21-00061;01/04-M/21-00074;20-01-2021;9:05:59;20-01-2021;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;258,66;258,66;133,69;3;04-M/21-00171;01/04-M/21-00189;11-02-2021;10:34:03;11-02-2021;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2021A199C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;258,66;517,32;133,69;3;04-M/21-00405;01/04-M/21-00450;14-04-2021;10:19:52;14-04-2021;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2021A544C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;3;258,66;775,98;133,69;3;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2021A664C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;206,40;412,80;141,02;3;04-M/21-00766;01/04-M/21-00851;23-09-2021;9:51:28;23-09-2021;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2021A1293C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;221,50;443,00;149,91;3;04-M/21-00917;01/04-M/21-01027;30-11-2021;9:17:32;30-11-2021;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2021A1495C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;240,81;240,81;156,79;3;04-M/22-00034;01/04-M/22-00038;25-01-2022;9:45:36;25-01-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2021A1870C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;240,81;240,81;156,79;3;04-M/22-00035;01/04-M/22-00039;25-01-2022;9:47:00;25-01-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2022A1374
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;240,81;481,62;156,79;3;04-M/22-00090;01/04-M/22-00113;15-02-2022;13:09:08;15-02-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2022A241C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;242,01;484,02;160,21;3;04-M/22-00220;01/04-M/22-00257;6-04-2022;12:43:26;6-04-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2022A7696
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;242,01;484,02;160,21;3;04-M/22-00237;01/04-M/22-00274;13-04-2022;12:07:12;13-04-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2022A8023
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;242,01;484,02;160,21;3;04-M/22-00239;01/04-M/22-00275;18-04-2022;9:22:39;18-04-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2022A498C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;2;242,01;484,02;160,21;3;04-M/22-00335;01/04-M/22-00381;24-05-2022;14:35:40;24-05-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2022A739C
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;247,28;247,28;166,23;3;04-M/22-00491;01/04-M/22-00546;13-07-2022;10:35:52;18-07-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9220;S.A.I. PHASAK Online 2000 VA LCD ;0;1;247,73;247,73;166,23;3;04-M/22-00499;01/04-M/22-00570;20-07-2022;9:26:12;20-07-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2022A1144C
PH 9220;S.A.I. PHASAK Online  2000 VA LCD;0;2;247,73;495,46;166,23;3;04-M/22-00653;01/04-M/22-00740;28-09-2022;8:47:00;28-09-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2022A1109C
PH 9220;S.A.I. PHASAK Online  2000 VA LCD;0;2;247,73;495,46;168,79;3;04-M/22-00872;01/04-M/22-00986;16-12-2022;13:36:08;16-12-2022;18;;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2022A1793C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;463,57;927,14;251,40;2;02-N/12-11812;01/02-N/12-16051;26-07-2012;12:52:13;26-07-2012;1;;2;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;356,46;356,46;243,28;1;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;2;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;360,36;360,36;246,92;1;02-M/13-00313;01/02-M/13-00350;20-06-2013;18:45:10;29-07-2013;18;;2;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;360,36;360,36;222,60;1;02-M/13-00380;01/02-M/13-00486;20-09-2013;18:00:36;4-10-2013;18;;2;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;360,36;720,72;224,13;1;02-M/13-00473;01/02-M/13-00548;18-10-2013;12:03:13;5-12-2013;18;;2;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;371,17;371,17;231,51;1;04-M/14-00049;01/04-M/14-00031;11-02-2014;13:04:23;2-04-2014;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;371,17;371,17;234,29;1;04-M/14-00102;01/04-M/14-00100;28-04-2014;18:01:01;27-05-2014;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;371,17;742,34;233,19;1;04-M/14-00129;01/04-M/14-00162;27-06-2014;10:18:23;14-07-2014;18;;4;No;1PE-C001403-00G;;8;NPVM;742
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;371,17;371,17;244,78;1;04-M/14-00305;01/04-M/14-00415;5-12-2014;17:07:55;19-12-2014;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;412,66;825,32;273,58;1;04-M/15-00023;01/04-M/15-00022;2-02-2015;13:26:19;18-02-2015;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;491,30;491,30;273,58;1;04-M/15-00066;01/04-M/15-00092;20-03-2015;12:32:47;20-03-2015;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;407,23;407,23;286,40;1;04-M/15-00093;01/04-M/15-00090;19-03-2015;12:11:12;17-04-2015;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;407,23;407,23;280,67;1;04-M/15-00185;01/04-M/15-00233;4-08-2015;11:45:12;21-09-2015;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;407,23;814,46;295,92;1;04-M/15-00256;01/04-M/15-00351;1-12-2015;10:24:30;9-12-2015;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;394,57;394,57;291,43;1;04-M/16-00004;01/04-M/16-00002;7-01-2016;13:00:05;7-01-2016;18;;4;No;1PE-C001403-00G;;8;NPVM;3459
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;2;0;407,23;-790,03;291,43;1;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;394,57;789,14;291,43;1;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;448,36;448,36;291,43;1;04-M/16-00044;01/04-M/16-00005;7-01-2016;13:22:36;4-03-2016;18;;4;No;1PE-C001403-00G;;8;NPVM;3459
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;407,78;407,78;285,44;1;04-M/16-00153;01/04-M/16-00191;29-08-2016;14:08:22;29-08-2016;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;407,78;407,78;249,75;1;04-M/17-00004;01/04-M/17-00006;10-01-2017;11:24:54;10-01-2017;18;;4;No;1PE-C001403-00G;;8;NPVM;4869
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;407,78;815,56;249,75;1;04-M/17-00024;01/04-M/17-00027;25-01-2017;10:43:27;27-01-2017;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;407,78;815,56;261,08;1;04-M/17-00086;01/04-M/17-00110;21-03-2017;11:35:48;21-03-2017;18;;4;No;1PE-C001403-00G;;8;NPVM;5292
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;338,33;338,33;236,83;1;04-M/17-00510;01/04-M/17-00608;20-12-2017;17:00:06;20-12-2017;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2017A42C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;338,33;338,33;240,44;1;04-M/18-00105;01/04-M/18-00117;20-02-2018;9:29:11;20-02-2018;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2018A231C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;338,33;642,83;240,44;1;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;343,49;343,49;236,89;1;04-M/18-00189;01/04-M/18-00224;26-03-2018;9:44:42;26-03-2018;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2018A492C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;343,49;343,49;236,89;1;04-M/18-00195;01/04-M/18-00230;27-03-2018;13:21:51;27-03-2018;18;;4;No;1PE-C001403-00G;;8;NPVM;A547C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;336,45;336,45;235,51;1;04-M/18-00397;01/04-M/18-00225;26-03-2018;11:17:58;18-06-2018;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2018A492C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;336,45;672,90;241,07;1;04-M/18-00458;01/04-M/18-00462;18-06-2018;17:13:24;9-07-2018;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2018A492C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;366,90;733,80;246,48;1;04-M/18-00592;01/04-M/18-00675;12-09-2018;12:34:30;12-09-2018;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2018A1391C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;1;351,83;351,83;245,38;1;04-M/18-00877;01/04-M/18-00993;28-11-2018;12:34:54;28-11-2018;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2018A1892C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;351,83;703,66;245,45;1;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2018A1749C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;351,83;703,66;245,45;3;04-M/19-00143;01/04-M/19-00155;5-02-2019;16:43:55;5-02-2019;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2019A192C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;370,28;740,56;245,45;3;04-M/19-00377;01/04-M/19-00411;4-04-2019;13:48:24;4-04-2019;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2019A554C
PH 9230;S.A.I. PHASAK Online 3000 VA LCD;0;2;370,28;740,56;245,45;3;04-M/19-00380;01/04-M/19-00413;5-04-2019;10:32:39;5-04-2019;18;;4;No;1PE-C001403-00G;;8;NPVM;PED2019A537C
